facility_id,fiscal_year,amount_usd,funder_name,funder_type,program,relation,source_url,confidence,notes
4ac94e4e5da49682,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200072_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200072
4ac94e4e5da49682,2021,815327,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200071_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200071
4ac94e4e5da49682,2022,825900,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200074_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200074
4ac94e4e5da49682,2023,908489,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200074_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200074
c42a82d1eef0f701,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200030_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200030
c42a82d1eef0f701,2021,841791,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200039_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200039
c42a82d1eef0f701,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200028_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200028
c42a82d1eef0f701,2023,991213,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200197_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200197
f668c822976512fe,2016,619322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200104_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200104
f668c822976512fe,2017,557826,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200060_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200060
f668c822976512fe,2022,856004,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200097_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200097
f668c822976512fe,2023,941605,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200097_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200097
f668c822976512fe,2024,839016,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0044_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0044
347afc985afeade9,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200110_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200110
347afc985afeade9,2016,641592,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200084_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200084
347afc985afeade9,2017,655762,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200084_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200084
347afc985afeade9,2018,699998,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200076_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200076
347afc985afeade9,2019,760448,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200076_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200076
347afc985afeade9,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200094_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200094
347afc985afeade9,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200094_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200094
347afc985afeade9,2022,824078,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200096_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200096
347afc985afeade9,2023,906485,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200096_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200096
347afc985afeade9,2024,839016,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0047_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0047
b989d5d297c3dec3,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200101_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200101
b989d5d297c3dec3,2016,608053,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200089_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200089
b989d5d297c3dec3,2017,673000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200043_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200043
b989d5d297c3dec3,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200064_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200064
b989d5d297c3dec3,2019,795800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200068_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200068
b989d5d297c3dec3,2020,709191,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200073_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200073
b989d5d297c3dec3,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200045_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200045
b989d5d297c3dec3,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200070_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200070
b989d5d297c3dec3,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200173_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200173
b989d5d297c3dec3,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0051_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0051
22defb4a3ee37d8a,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200109_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200109
22defb4a3ee37d8a,2016,659772,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200076_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200076
22defb4a3ee37d8a,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200078_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200078
22defb4a3ee37d8a,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200053_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200053
0ac30d8999613919,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200131_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200131
0ac30d8999613919,2016,619322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200107_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200107
0ac30d8999613919,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200103_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200103
0ac30d8999613919,2018,700000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200098_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200098
0ac30d8999613919,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200070_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200070
0ac30d8999613919,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200029_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200029
0ac30d8999613919,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200043_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200043
0ac30d8999613919,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200029_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200029
0ac30d8999613919,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200209_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200209
0ac30d8999613919,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0049_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0049
f16c0b7401a72b61,2015,603000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200111_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200111
f16c0b7401a72b61,2016,649822,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200082_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200082
f16c0b7401a72b61,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200069_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200069
f16c0b7401a72b61,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200074_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200074
f16c0b7401a72b61,2019,774133,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200076_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200076
f16c0b7401a72b61,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200075_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200075
f16c0b7401a72b61,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200091_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200091
f16c0b7401a72b61,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200215_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200215
f16c0b7401a72b61,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0037_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0037
b5ba4ac41401a0b9,2015,616000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222014-10-01%22%2C%22end_date%22%3A%222015-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA15NOS4200093;NA15NOS4200124
b5ba4ac41401a0b9,2016,331438,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200072_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200072
b5ba4ac41401a0b9,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222016-10-01%22%2C%22end_date%22%3A%222017-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA17NOS4200064;NA17NOS4200065
b5ba4ac41401a0b9,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222017-10-01%22%2C%22end_date%22%3A%222018-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA18NOS4200022;NA18NOS4200053
b5ba4ac41401a0b9,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222018-10-01%22%2C%22end_date%22%3A%222019-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA19NOS4200071;NA19NOS4200079
b5ba4ac41401a0b9,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222019-10-01%22%2C%22end_date%22%3A%222020-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA20NOS4200099;NA20NOS4200100
b5ba4ac41401a0b9,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222020-10-01%22%2C%22end_date%22%3A%222021-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA21NOS4200054;NA21NOS4200055
b5ba4ac41401a0b9,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222021-10-01%22%2C%22end_date%22%3A%222022-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA22NOS4200082;NA22NOS4200084
b5ba4ac41401a0b9,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222022-10-01%22%2C%22end_date%22%3A%222023-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA23NOS4200171;NA23NOS4200172
b5ba4ac41401a0b9,2024,444819,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0042_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0042
8f8db306000bd353,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200114_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200114
8f8db306000bd353,2016,619322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200102_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200102
8f8db306000bd353,2017,632658,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200071_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200071
8f8db306000bd353,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200093_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200093
8f8db306000bd353,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200090_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200090
8f8db306000bd353,2020,748214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200090_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200090
8f8db306000bd353,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200049_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200049
8f8db306000bd353,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200090_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200090
8f8db306000bd353,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200201_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200201
8f8db306000bd353,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0048_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0048
def52201a4873868,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200127_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200127
def52201a4873868,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200231_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200231
def52201a4873868,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0067_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0067
80edf691ec74a1ad,2015,605114,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200115_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200115
80edf691ec74a1ad,2016,619322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200078_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200078
80edf691ec74a1ad,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200048_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200048
